學年,大學,修課程度,就業情況,職業,畢業生人數
2009/10,嶺南大學,學士學位課程,全職就業,藝術家,6
2009/10,嶺南大學,學士學位課程,全職就業,敎學專業,123
2009/10,嶺南大學,學士學位課程,其他,非全職就業,18
2009/10,嶺南大學,學士學位課程,就業不足,非全職就業,25
2009/10,嶺南大學,硏究院硏究課程,升學,非全職就業,6
2009/10,嶺南大學,硏究院硏究課程,失業,非全職就業,2
2009/10,嶺南大學,硏究院硏究課程,全職就業,敎學專業,2
2009/10,嶺南大學,硏究院硏究課程,其他,非全職就業,2
2009/10,嶺南大學,硏究院硏究課程,就業不足,非全職就業,1
2010/11,香港大學,學士學位課程,升學,非全職就業,517
2010/11,香港大學,學士學位課程,失業,非全職就業,8
2010/11,香港大學,學士學位課程,全職就業,工程技術人員,9
2010/11,香港大學,學士學位課程,全職就業,工程師,167
2010/11,香港大學,學士學位課程,全職就業,文書及相關人員,26
2010/11,香港大學,學士學位課程,全職就業,未有提供資料,334
2010/11,香港大學,學士學位課程,全職就業,作家、新聞記者及相關作家,54
2010/11,香港大學,學士學位課程,全職就業,系統分析員和電腦程序員,71
2010/11,香港大學,學士學位課程,全職就業,其他服務工作人員,9
2010/11,香港大學,學士學位課程,全職就業,其他專業人員和技術工人,53
2010/11,香港大學,學士學位課程,全職就業,法律工作者,10
2010/11,香港大學,學士學位課程,全職就業,物理和生命科學技術員,18
2010/11,香港大學,學士學位課程,全職就業,物理和生命科學家,14
2010/11,香港大學,學士學位課程,全職就業,保險、房地產及商業服務,29
2010/11,香港大學,學士學位課程,全職就業,保護服務工作者,16
2010/11,香港大學,學士學位課程,全職就業,建築師和測量師,90
2010/11,香港大學,學士學位課程,全職就業,政府官員（一般職系）,37
2010/11,香港大學,學士學位課程,全職就業,飛機和船舶人員,4
2010/11,香港大學,學士學位課程,全職就業,商務專業人員,503
2010/11,香港大學,學士學位課程,全職就業,會計師及核數師,143
2010/11,香港大學,學士學位課程,全職就業,經理,41
2010/11,香港大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,38
2010/11,香港大學,學士學位課程,全職就業,銷售／服務人員,27
2010/11,香港大學,學士學位課程,全職就業,醫療和衞生工作者,293
2010/11,香港大學,學士學位課程,全職就業,藝術家,2
2010/11,香港大學,學士學位課程,全職就業,敎學專業,224
2010/11,香港大學,學士學位課程,其他,非全職就業,32
2010/11,香港大學,學士學位課程,就業不足,非全職就業,109
2010/11,香港大學,硏究院修課課程,升學,非全職就業,11
2010/11,香港大學,硏究院修課課程,失業,非全職就業,3
2010/11,香港大學,硏究院修課課程,全職就業,未有提供資料,75
2010/11,香港大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,1
2010/11,香港大學,硏究院修課課程,全職就業,其他專業人員和技術工人,2
2010/11,香港大學,硏究院修課課程,全職就業,法律工作者,50
2010/11,香港大學,硏究院修課課程,全職就業,建築師和測量師,47
2010/11,香港大學,硏究院修課課程,全職就業,政府官員（一般職系）,1
2010/11,香港大學,硏究院修課課程,全職就業,商務專業人員,4
2010/11,香港大學,硏究院修課課程,全職就業,會計師及核數師,1
2010/11,香港大學,硏究院修課課程,全職就業,經理,1
2010/11,香港大學,硏究院修課課程,全職就業,經濟學家、統計學家和數學家,1
2010/11,香港大學,硏究院修課課程,全職就業,醫療和衞生工作者,1
2010/11,香港大學,硏究院修課課程,全職就業,敎學專業,95
2010/11,香港大學,硏究院修課課程,其他,非全職就業,4
2010/11,香港大學,硏究院修課課程,就業不足,非全職就業,2
2010/11,香港大學,硏究院硏究課程,升學,非全職就業,50
2010/11,香港大學,硏究院硏究課程,失業,非全職就業,10
2010/11,香港大學,硏究院硏究課程,全職就業,工程技術人員,2
2010/11,香港大學,硏究院硏究課程,全職就業,工程師,15
2010/11,香港大學,硏究院硏究課程,全職就業,未有提供資料,69
2010/11,香港大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2010/11,香港大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,4
2010/11,香港大學,硏究院硏究課程,全職就業,法律工作者,1
2010/11,香港大學,硏究院硏究課程,全職就業,物理和生命科學技術員,21
2010/11,香港大學,硏究院硏究課程,全職就業,物理和生命科學家,13
2010/11,香港大學,硏究院硏究課程,全職就業,保險、房地產及商業服務,2
2010/11,香港大學,硏究院硏究課程,全職就業,保護服務工作者,1
2010/11,香港大學,硏究院硏究課程,全職就業,建築師和測量師,1
2010/11,香港大學,硏究院硏究課程,全職就業,商務專業人員,15
2010/11,香港大學,硏究院硏究課程,全職就業,經理,3
2010/11,香港大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,5
2010/11,香港大學,硏究院硏究課程,全職就業,醫療和衞生工作者,9
2010/11,香港大學,硏究院硏究課程,全職就業,敎學專業,107
2010/11,香港大學,硏究院硏究課程,其他,非全職就業,16
2010/11,香港大學,硏究院硏究課程,就業不足,非全職就業,13
2010/11,香港中文大學,學士學位課程,升學,非全職就業,477
2010/11,香港中文大學,學士學位課程,失業,非全職就業,61
2010/11,香港中文大學,學士學位課程,全職就業,工程技術人員,8
2010/11,香港中文大學,學士學位課程,全職就業,工程師,80
2010/11,香港中文大學,學士學位課程,全職就業,文書及相關人員,37
2010/11,香港中文大學,學士學位課程,全職就業,未有提供資料,8
2010/11,香港中文大學,學士學位課程,全職就業,生產及有關工人,1
2010/11,香港中文大學,學士學位課程,全職就業,作家、新聞記者及相關作家,112
2010/11,香港中文大學,學士學位課程,全職就業,系統分析員和電腦程序員,165
2010/11,香港中文大學,學士學位課程,全職就業,其他服務工作人員,6
2010/11,香港中文大學,學士學位課程,全職就業,其他專業人員和技術工人,64
2010/11,香港中文大學,學士學位課程,全職就業,宗教工作者,3
2010/11,香港中文大學,學士學位課程,全職就業,法律工作者,4
2010/11,香港中文大學,學士學位課程,全職就業,物理和生命科學技術員,14
2010/11,香港中文大學,學士學位課程,全職就業,物理和生命科學家,22
2010/11,香港中文大學,學士學位課程,全職就業,保險、房地產及商業服務,27
2010/11,香港中文大學,學士學位課程,全職就業,保護服務工作者,22
2010/11,香港中文大學,學士學位課程,全職就業,建築師和測量師,38
2010/11,香港中文大學,學士學位課程,全職就業,政府官員（一般職系）,27
2010/11,香港中文大學,學士學位課程,全職就業,飛機和船舶人員,3
2010/11,香港中文大學,學士學位課程,全職就業,商務專業人員,585
2010/11,香港中文大學,學士學位課程,全職就業,會計師及核數師,171
2010/11,香港中文大學,學士學位課程,全職就業,經理,33
2010/11,香港中文大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,56
2010/11,香港中文大學,學士學位課程,全職就業,農業和漁業工人,1
2010/11,香港中文大學,學士學位課程,全職就業,銷售／服務人員,25
2010/11,香港中文大學,學士學位課程,全職就業,醫療和衞生工作者,285
2010/11,香港中文大學,學士學位課程,全職就業,藝術家,7
2010/11,香港中文大學,學士學位課程,全職就業,敎學專業,273
2010/11,香港中文大學,學士學位課程,其他,非全職就業,39
2010/11,香港中文大學,學士學位課程,就業不足,非全職就業,33
2010/11,香港中文大學,硏究院修課課程,升學,非全職就業,3
2010/11,香港中文大學,硏究院修課課程,失業,非全職就業,3
2010/11,香港中文大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,1
2010/11,香港中文大學,硏究院修課課程,全職就業,法律工作者,23
2010/11,香港中文大學,硏究院修課課程,全職就業,物理和生命科學技術員,1
2010/11,香港中文大學,硏究院修課課程,全職就業,建築師和測量師,25
2010/11,香港中文大學,硏究院修課課程,全職就業,政府官員（一般職系）,1
2010/11,香港中文大學,硏究院修課課程,全職就業,商務專業人員,3
2010/11,香港中文大學,硏究院修課課程,全職就業,會計師及核數師,1
2010/11,香港中文大學,硏究院修課課程,全職就業,醫療和衞生工作者,9
2010/11,香港中文大學,硏究院修課課程,全職就業,敎學專業,181
2010/11,香港中文大學,硏究院修課課程,其他,非全職就業,1
2010/11,香港中文大學,硏究院修課課程,就業不足,非全職就業,3
2010/11,香港中文大學,硏究院硏究課程,升學,非全職就業,61
2010/11,香港中文大學,硏究院硏究課程,失業,非全職就業,6
2010/11,香港中文大學,硏究院硏究課程,全職就業,工程師,9
2010/11,香港中文大學,硏究院硏究課程,全職就業,未有提供資料,4
2010/11,香港中文大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,4
2010/11,香港中文大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,15
2010/11,香港中文大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,1
2010/11,香港中文大學,硏究院硏究課程,全職就業,宗教工作者,1
2010/11,香港中文大學,硏究院硏究課程,全職就業,物理和生命科學家,8
2010/11,香港中文大學,硏究院硏究課程,全職就業,保險、房地產及商業服務,1
2010/11,香港中文大學,硏究院硏究課程,全職就業,保護服務工作者,1
2010/11,香港中文大學,硏究院硏究課程,全職就業,政府官員（一般職系）,2
2010/11,香港中文大學,硏究院硏究課程,全職就業,商務專業人員,20
2010/11,香港中文大學,硏究院硏究課程,全職就業,會計師及核數師,4
2010/11,香港中文大學,硏究院硏究課程,全職就業,經理,6
2010/11,香港中文大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,4
2010/11,香港中文大學,硏究院硏究課程,全職就業,醫療和衞生工作者,9
2010/11,香港中文大學,硏究院硏究課程,全職就業,敎學專業,153
2010/11,香港中文大學,硏究院硏究課程,其他,非全職就業,51
2010/11,香港中文大學,硏究院硏究課程,就業不足,非全職就業,11
2010/11,香港城市大學,副學位課程,升學,非全職就業,140
2010/11,香港城市大學,副學位課程,失業,非全職就業,2
2010/11,香港城市大學,副學位課程,全職就業,工程技術人員,12
2010/11,香港城市大學,副學位課程,全職就業,工程師,18
2010/11,香港城市大學,副學位課程,全職就業,文書及相關人員,3
